type,weight,date,description,event_or_notes,referral_agency
In,11,19-Nov-18,"Donation from 'St Cuthbert's, Peterlee'",,
In,16,19-Nov-18,Donation from 'Anonymous',,
In,3.65,19-Nov-18,Donation from 'Anonymous',,
In,6.85,19-Nov-18,Donation from 'Anonymous',,
In,6.35,19-Nov-18,Donation from 'Anonymous',,
In,15.85,19-Nov-18,Donation from 'Anonymous',,
Out,52.64,19-Nov-18,Supplied to 'Stanley',,
In,1.65,19-Nov-18,Donation from 'South Moor Methodist NWC Church',,
In,19,19-Nov-18,Donation from 'Annfield Plain Central Methodist Church',,
Out,532.52,19-Nov-18,Supplied to 'Stanley',,
Out,1.25,19-Nov-18,For disposal (OOD/damaged),,
Out,0.03,19-Nov-18,For disposal (OOD/damaged),,
Out,1.2,19-Nov-18,For disposal (OOD/damaged),,
Out,0.5,19-Nov-18,For disposal (OOD/damaged),,
Out,2.85,19-Nov-18,For disposal (OOD/damaged),,
Out,15.85,19-Nov-18,For disposal (OOD/damaged),,
In,11.76,19-Nov-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,139.24,19-Nov-18,"Donation from 'Asda, Stanley'",,
In,112.9,19-Nov-18,Donation from 'Tesco - Chester le Street',,
In,23.84,19-Nov-18,"Donation from 'St Cuthbert's RC Church, Chester-le-Street'",,
In,174.74,19-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,217,19-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,16.01,19-Nov-18,Donation from 'Elvet Methodist Church',,
In,8.72,19-Nov-18,Donation from 'Co-op Newton Hall',,
In,30,17-Nov-18,Donation from 'Anonymous',,
In,42.1,17-Nov-18,Donation from 'Durham Hospital',,
In,14.75,17-Nov-18,"Donation from 'St Margaret's C of E Church, Crossgate Durham'",,
In,8,17-Nov-18,Donation from 'Sainsbury's Brandon',,
In,32.5,17-Nov-18,"Donation from 'St Brandon's Church, Brancepeth'",,
In,11.72,17-Nov-18,Donation from 'Cathedral Collection Point',,
In,11.82,16-Nov-18,Donation from 'Anonymous',,
In,31.45,16-Nov-18,Donation from 'Anonymous',,
In,4.4,16-Nov-18,Donation from 'Anonymous',,
In,4,16-Nov-18,"Donation from 'St Cuthbert's, Peterlee'",,
Out,90.48,16-Nov-18,Supplied to 'Esh Winning',,
Out,1.9,16-Nov-18,For disposal (OOD/damaged),,
Out,184.84,15-Nov-18,Supplied to 'Laurel Avenue',,
Out,18.16,15-Nov-18,Distributed to other organisation (Veterans Response),,
Out,126.44,15-Nov-18,Other (Barnard Castle foodbank),,
Out,57.56,15-Nov-18,Supplied to 'Stanley',,
Out,138.64,15-Nov-18,Supplied to 'Laurel Avenue',,
Out,55.68,15-Nov-18,Supplied to 'Chilton',,
Out,260.56,15-Nov-18,Supplied to 'Chester le Street',,
In,247.66,15-Nov-18,Donation from 'Trimdon and Sedgefield Churches',,
In,7.44,15-Nov-18,Donation from 'Anonymous',,
In,10.08,15-Nov-18,"Donation from 'St Oswald's C of E Church, Durham'",,
In,2.68,15-Nov-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,89.25,15-Nov-18,Donation from 'Tesco - Durham Dragonville',,
Out,292.34,15-Nov-18,Supplied to 'Consett',,
In,19.16,15-Nov-18,"Donation from 'St Patrick's RC Church, Consett'",,
In,40.08,15-Nov-18,Donation from 'food4u-Consett',,
In,115.06,15-Nov-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,7.92,15-Nov-18,Donation from 'LANCHESTER COMMUNITY CENTRE',,
In,12.48,15-Nov-18,"Donation from 'St John's C of E Church, Snod's Edge'",,
In,66.26,15-Nov-18,Donation from 'Anonymous',,
In,6.78,15-Nov-18,Donation from 'Consett Methodist NWC Church',,
In,16.38,15-Nov-18,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,0.16,15-Nov-18,Donation from 'Salvation Army - Consett',292.34,
In,8.06,15-Nov-18,Donation from 'st cuthbert's church benfieldside',,
In,15.7,14-Nov-18,Donation from 'Aycliffe Evangelical Church',,
In,126.16,14-Nov-18,Donation from 'Anonymous',,
In,19.46,14-Nov-18,"Donation from 'St Clare's C of E Church, Newton Aycliffe'",,
In,228.3,14-Nov-18,Donation from 'Tesco - Newton Aycliffe',,
Out,238.1,14-Nov-18,Supplied to 'Durham Drop In',,
Out,14.54,14-Nov-18,Supplied to 'Durham Drop In',,
Out,279.08,14-Nov-18,Supplied to 'Willington',,
Out,147.67,14-Nov-18,Distributed to other organisation (GACAP),,
In,18.1,14-Nov-18,"Donation from 'St Joseph's RC Church, Stanley'",,
In,24.84,14-Nov-18,"Donation from 'Blessed John Duckett RC Primary School, Tow Law'",,
In,24.92,14-Nov-18,Donation from 'Lumley Evangelical Church',,
In,30.94,14-Nov-18,"Donation from 'Co-op, Esh Winning'",,
Out,1.42,13-Nov-18,Distributed to other organisation (EDF),,
In,41.96,13-Nov-18,"Donation from 'Our Lady of the Rosary RC Church, Peterlee'",,
In,5.22,13-Nov-18,Donation from 'Anonymous',,
In,13.45,13-Nov-18,"Donation from 'Rotary Club, Crook'",,
Out,50.26,13-Nov-18,Supplied to 'Trimdon Village',,
Out,245.54,13-Nov-18,Supplied to 'Peterlee',,
Out,4.55,13-Nov-18,For disposal (OOD/damaged),,
Out,275.6,13-Nov-18,"Supplied to 'The Well, West Auckland'",,
In,7.15,13-Nov-18,Donation from 'Anonymous',,
In,12.3,13-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
In,9.35,13-Nov-18,Donation from 'Anonymous',,
In,6.5,13-Nov-18,Donation from 'Anonymous',,
In,10.8,13-Nov-18,Donation from 'Anonymous',,
In,10.25,13-Nov-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,7.25,13-Nov-18,Donation from 'Gainford Village',,
In,1.7,13-Nov-18,Donation from 'Anonymous',,
In,60.9,13-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,44,13-Nov-18,"Donation from 'Asda, Bishop Auckland'",,
In,25,13-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,3.45,13-Nov-18,Donation from 'Anonymous',,
In,5.3,13-Nov-18,Donation from 'Anonymous',,
In,0.7,13-Nov-18,Donation from 'Anonymous',,
In,1.2,13-Nov-18,Donation from 'Anonymous',,
In,15.9,13-Nov-18,Donation from 'Selby Close Social Club',,
In,0.5,13-Nov-18,Donation from 'Anonymous',,
In,5.3,13-Nov-18,Donation from 'Co-op Middleton-in-Teesdale',,
In,7.6,13-Nov-18,Donation from 'Anonymous',,
In,17.9,13-Nov-18,Donation from 'Anonymous',,
In,77.1,13-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
Out,35.09,13-Nov-18,Supplied to 'Chester le Street',,
In,10.95,13-Nov-18,Donation from 'Anonymous',,
In,8.8,13-Nov-18,"Donation from 'St Catherine's C of E Church, New Brancepeth'",,
In,13.8,13-Nov-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,35.09,13-Nov-18,Donation from 'Anonymous',,
In,10.1,13-Nov-18,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,9.14,13-Nov-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,10.96,13-Nov-18,Donation from 'Sainsbury's Newcastle Road',,
In,14.54,13-Nov-18,Donation from 'St Cuthbert's Ropery Lane',,
Out,32.7,13-Nov-18,For disposal (OOD/damaged),,
Out,138.86,12-Nov-18,Supplied to 'Newton Aycliffe',,
Out,5.4,12-Nov-18,Distributed to other organisation (GACAP),,
Out,41.38,12-Nov-18,Distributed to other organisation (Foodcycle Durham),,
In,4.5,12-Nov-18,Donation from 'South Moor Methodist NWC Church',,
In,12.85,12-Nov-18,"Donation from 'Sacred Heart RC Church, Byermoor'",,
Out,6.22,12-Nov-18,For disposal (OOD/damaged),,
In,7.14,12-Nov-18,"Donation from 'Emmanuel Church, Durham'",,
In,187.34,12-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,8.86,12-Nov-18,Donation from 'Co-op Newton Hall',,
In,22.14,12-Nov-18,Donation from 'Elvet Methodist Church',,
In,15.62,12-Nov-18,"Donation from 'St Brandon's Church, Brancepeth'",,
In,51.64,12-Nov-18,Donation from 'Tesco - Chester le Street',,
In,15.84,12-Nov-18,Donation from 'Cathedral Collection Point',,
In,28.28,12-Nov-18,Donation from 'Anonymous',,
In,19.16,12-Nov-18,Donation from 'Cathedral Collection Point',,
In,187.56,12-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,5.12,09-Nov-18,Donation from 'Anonymous',,
In,27.86,09-Nov-18,Donation from 'Anonymous',,
In,3.75,09-Nov-18,Donation from 'Tanfield Lea Community Centre ',,
Out,935.9,08-Nov-18,Supplied to 'Crook',,
In,8.25,08-Nov-18,Donation from 'St Catherines CofE Church - Crook',,
In,12.8,08-Nov-18,Donation from 'Anonymous',,
In,7.9,08-Nov-18,Donation from 'Anonymous',,
In,46.08,08-Nov-18,"Donation from 'Lidl, Crook'",,
Out,46.25,08-Nov-18,Supplied to 'Ferryhill',,
In,46.25,08-Nov-18,Donation from 'Ferryhill Distribution Point',,
Out,250.26,08-Nov-18,Supplied to 'Ferryhill',,
Out,86.62,08-Nov-18,Supplied to 'Brandon',,
Out,77.74,08-Nov-18,Supplied to 'Stanley',,
Out,26.75,08-Nov-18,Supplied to 'Annfield Plain',,
In,26.75,08-Nov-18,Donation from 'Tesco - Annfield Plain',,
In,7.4,08-Nov-18,Donation from 'Anonymous',,
In,170.48,08-Nov-18,Donation from 'Tesco - Chester le Street',,
In,9.76,08-Nov-18,"Donation from 'St Andrew's Methodist Church, Coxhoe'",,
In,9,08-Nov-18,"Donation from 'St Oswald's C of E Church, Durham'",,
In,211.26,08-Nov-18,Donation from 'Tesco - Annfield Plain',,
In,14.85,08-Nov-18,Donation from 'Anonymous',,
In,8.05,08-Nov-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,19.85,08-Nov-18,Donation from 'Ye Old Elm Tree',,
Out,561.08,08-Nov-18,Supplied to 'Consett',,
In,8.22,08-Nov-18,Donation from 'Consett Methodist NWC Church',,
In,28.58,08-Nov-18,"Donation from 'St John the Evangelist C of E Church, Castleside'",,
In,6.9,08-Nov-18,Donation from 'HAPPY SHOPPER',,
In,99.12,08-Nov-18,Donation from 'Burnhope Primary School',Harvest Festival,
In,47.82,08-Nov-18,Donation from 'food4u-Consett',,
In,14.48,08-Nov-18,"Donation from 'Christ Church, Consett'",,
In,56.88,08-Nov-18,"Donation from 'Villa Real School, Consett'",Harvest Festival,
In,156.26,08-Nov-18,Donation from 'Tesco - Consett',Supermarket Collection,
In,0.58,08-Nov-18,Donation from 'Salvation Army - Consett',,
In,42.78,08-Nov-18,"Donation from 'All Saints C of E Parish Church, Lanchester'",,
In,4.32,08-Nov-18,"Donation from 'St John's C of E Church, Snod's Edge'",,
In,91.74,08-Nov-18,Donation from 'Anonymous',,
In,3.4,08-Nov-18,Donation from 'Leadgate Methodist NWC Church',561.08,
Out,74.19,07-Nov-18,Supplied to 'Stanley',,
Out,18.76,07-Nov-18,Supplied to 'Chester le Street',,
Out,8.8,07-Nov-18,"Distributed to other organisation (Durham Lunar (for Changing Lives, Battered Women))",,
In,35.55,07-Nov-18,"Donation from 'St Andrews C of E Church, Stanley'",,
In,6.55,07-Nov-18,Donation from 'Lanchester Methodist NWC Church',,
In,0.9,07-Nov-18,"Donation from 'St Patrick's RC Church, Dipton (Harelaw)'",,
In,4.65,07-Nov-18,"Donation from 'St Joseph's RC Church, Stanley'",,
In,32.44,07-Nov-18,"Donation from 'St Francis C of E Primary School, Newton Aycliffe'",,
In,16.02,07-Nov-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,91.14,07-Nov-18,Donation from 'Hesleden Primary School',,
In,134.32,07-Nov-18,Donation from 'Frankland Prison',,
In,27.13,07-Nov-18,Donation from 'Willington Foodbank',,
In,124.36,07-Nov-18,Donation from 'Esh Winning Primary School',,
In,7.84,07-Nov-18,Donation from 'Sacriston Methodist Church',,
Out,6.8,07-Nov-18,For disposal (OOD/damaged),,
In,26.1,06-Nov-18,Donation from 'St Cuthbert's Centre - Crook',,
In,18.95,06-Nov-18,Donation from 'Dawson Street Methodist - Crook',,
In,42.4,06-Nov-18,"Donation from 'St Cuthbert's, Peterlee'",,
Out,394.68,06-Nov-18,Supplied to 'Peterlee',,
Out,202.48,06-Nov-18,Supplied to 'Peterlee',,
In,1.9,06-Nov-18,Donation from 'Anonymous',,
In,2.45,06-Nov-18,Donation from 'Anonymous',,
In,36.55,06-Nov-18,"Donation from 'St Mary's C of E Church, Barnard Castle'",,
In,0.95,06-Nov-18,Donation from 'Anonymous',,
In,5.2,06-Nov-18,Donation from 'Anonymous',,
In,10.45,06-Nov-18,Donation from 'Anonymous',,
In,55.6,06-Nov-18,Donation from 'Tesco  - Bishop Auckland',,
In,17.35,06-Nov-18,"Donation from 'St Mary's Catholic Church, Barnard Castle'",,
In,6.2,06-Nov-18,Donation from 'Anonymous',,
In,51.9,06-Nov-18,"Donation from 'Asda, Bishop Auckland'",,
In,12,06-Nov-18,Donation from 'Anonymous',,
In,4.1,06-Nov-18,Donation from 'Gainford Village',,
In,14.85,06-Nov-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,12.7,06-Nov-18,"Donation from 'St Paul's C of E Church, Evenwood'",,
In,15,06-Nov-18,"Donation from 'St Mary's C of E Church, Staindrop'",,
In,14.65,06-Nov-18,"Donation from 'St Osmunds RC Church, Gainford'",,
In,1.8,06-Nov-18,Donation from 'Anonymous',,
In,1.2,06-Nov-18,Donation from 'Anonymous',,
In,6.8,06-Nov-18,Donation from 'Anonymous',,
In,121.25,06-Nov-18,Donation from 'West Auckland Community Church (The Well)',,
Out,387.2,06-Nov-18,"Supplied to 'The Well, West Auckland'",,
Out,1.5,06-Nov-18,For disposal (OOD/damaged),,
Out,4.2,06-Nov-18,For disposal (OOD/damaged),,
In,14.32,06-Nov-18,Donation from 'Anonymous',,
In,38.6,06-Nov-18,"Donation from 'Christ Church, Lumley'",,
In,21.82,06-Nov-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,15.88,06-Nov-18,Donation from 'Sainsbury's Newcastle Road',,
Out,97.2,06-Nov-18,For disposal (OOD/damaged),,
Out,332.4,05-Nov-18,Supplied to 'Annfield Plain',,
Out,521.88,05-Nov-18,Supplied to 'Durham Drop In',,
Out,301.46,05-Nov-18,Supplied to 'Chester le Street',,
Out,130.48,05-Nov-18,Supplied to 'Shildon ',,
Out,61.86,05-Nov-18,Supplied to 'Chilton',,
In,165.81,05-Nov-18,"Donation from 'Bethel United Reform Church, Chester Le Street'",,
In,9.15,05-Nov-18,Donation from 'Anonymous',,
In,2.35,05-Nov-18,Donation from 'South Moor Methodist NWC Church',,
Out,6.04,05-Nov-18,For disposal (OOD/damaged),,
In,3.24,05-Nov-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,26.1,05-Nov-18,"Donation from 'All Saints C of E & Methodist Church, Newton Hall'",,
In,21.34,05-Nov-18,Donation from 'Tesco Durham Market Place',,
In,194.74,05-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,8.16,05-Nov-18,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,124,05-Nov-18,Donation from 'Newhouse RC Church',,
In,9.5,05-Nov-18,"Donation from 'Emmanuel Church, Durham'",,
In,13.24,05-Nov-18,Donation from 'Co-op Newton Hall',,
In,149.29,05-Nov-18,Donation from 'Tesco - Chester le Street',,
In,21.16,05-Nov-18,Donation from 'St Cuthbert's Ropery Lane',,
In,95.34,05-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,8.6,05-Nov-18,Donation from 'Elvet Methodist Church',,
Out,20.1,05-Nov-18,Emergency food box,,
Out,158.62,04-Nov-18,Supplied to 'Brandon',,
Out,142.24,03-Nov-18,Supplied to 'Ferryhill',,
In,63.14,03-Nov-18,Donation from 'Anonymous',,
In,5.2,02-Nov-18,Donation from 'Anonymous',,
In,10,02-Nov-18,Donation from 'Anonymous',,
In,12.5,02-Nov-18,Donation from 'Anonymous',,
In,57,02-Nov-18,Donation from 'Shotton Primary School',,
In,70.2,02-Nov-18,"Donation from 'St Mary's RC VA Primary School, South Moor'",,
Out,4.32,02-Nov-18,For disposal (OOD/damaged),,
Out,0.2,02-Nov-18,For disposal (OOD/damaged),,
Out,1,02-Nov-18,For disposal (OOD/damaged),,
Out,4.52,02-Nov-18,For disposal (OOD/damaged),,
In,105.78,01-Nov-18,Donation from 'NCS',,
In,14.96,01-Nov-18,Donation from 'Anonymous',,
Out,108.72,01-Nov-18,Supplied to 'Willington',,
In,10.22,01-Nov-18,Donation from 'Anonymous',,
In,15.58,01-Nov-18,Donation from 'Cornerstones Centre',,
In,32.52,01-Nov-18,"Donation from 'St Oswald's C of E Church, Durham'",,
In,1.44,01-Nov-18,Donation from 'Anonymous',,
In,4.72,01-Nov-18,Donation from 'County Hall',,
In,70.32,01-Nov-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,60.26,01-Nov-18,Donation from 'Smiths Arms',,
In,320.26,01-Nov-18,Donation from 'Trimdon and Sedgefield Churches',,
In,11.06,01-Nov-18,Donation from 'Tesco - Durham Dragonville',,
In,31.34,01-Nov-18,Donation from 'Tesco - Chester le Street',,
Out,1.74,01-Nov-18,For disposal (OOD/damaged),,
Out,232.3,31-Oct-18,Supplied to 'Stanley',,
Out,5.7,31-Oct-18,For disposal (OOD/damaged),,
Out,77.48,31-Oct-18,Supplied to 'Willington',,
Out,79.6,31-Oct-18,Supplied to 'Durham Drop In',,
In,32.54,31-Oct-18,"Donation from 'Bethel United Reform Church, Chester Le Street'",,
Out,188.8,31-Oct-18,Supplied to 'Shildon ',,
In,1.05,31-Oct-18,Donation from 'Anonymous',,
In,30,31-Oct-18,Donation from 'Anonymous',,
In,2.1,31-Oct-18,Donation from 'Anonymous',,
In,4.45,31-Oct-18,Donation from 'Anonymous',,
In,27,31-Oct-18,Donation from 'Anonymous',,
In,20.6,31-Oct-18,Donation from 'Anonymous',,
In,100.75,31-Oct-18,"Donation from 'St Mary's C of E Church, Cockfield'",,
In,2.85,31-Oct-18,Donation from 'Anonymous',,
Out,6.35,31-Oct-18,For disposal (OOD/damaged),,
Out,545.43,31-Oct-18,Supplied to 'Stanley',,
In,17.25,31-Oct-18,Donation from 'Land Registry Charity Committee',,
In,29.5,31-Oct-18,"Donation from 'St Brandon's Church, Brancepeth'",,
In,8.65,31-Oct-18,"Donation from 'St Catherine's C of E Church, New Brancepeth'",,
In,10.25,31-Oct-18,"Donation from 'St Patricks RC Church, Langley Moor'",,
In,10.45,31-Oct-18,Donation from 'Anonymous',,
In,70.13,31-Oct-18,"Donation from 'St Mary's RC VA Primary School, Barnard Castle'",,
In,55.63,31-Oct-18,Donation from 'Willington Foodbank',,
In,35.66,31-Oct-18,"Donation from 'Santander, Bishop Auckland'",,
In,6.4,31-Oct-18,Donation from 'Anonymous',,
Out,0.6,31-Oct-18,For disposal (OOD/damaged),,
In,17.04,30-Oct-18,Donation from 'Anonymous',,
In,24.44,30-Oct-18,Donation from 'Anonymous',,
In,2.1,30-Oct-18,Donation from 'Tanfield Lea Community Centre ',,
In,14.8,30-Oct-18,"Donation from 'Asda, Stanley'",,
In,2.35,30-Oct-18,Donation from 'South Moor Methodist NWC Church',,
Out,124.28,30-Oct-18,Supplied to 'Trimdon Village',,
Out,165.81,30-Oct-18,Supplied to 'Stanley',,
Out,278.88,30-Oct-18,Supplied to 'Peterlee',,
Out,32.54,30-Oct-18,Supplied to 'Stanley',,
Out,8.2,30-Oct-18,Distributed to other organisation (Redbox Project),,
In,5.25,30-Oct-18,Donation from 'Anonymous',,
In,29.45,30-Oct-18,"Donation from 'Copeland Road Primary School, West Auckland'",,
In,3.9,30-Oct-18,Donation from 'Anonymous',,
In,15.5,30-Oct-18,Donation from 'Anonymous',,
In,10.9,30-Oct-18,Donation from 'Anonymous',,
In,2.05,30-Oct-18,Donation from 'Anonymous',,
In,40.55,30-Oct-18,Donation from 'Tesco  - Bishop Auckland',,
In,26.6,30-Oct-18,"Donation from 'Asda, Bishop Auckland'",,
In,17.1,30-Oct-18,"Donation from 'St Mary's C of E Church, Gainford'",,
In,1.95,30-Oct-18,Donation from 'Anonymous',,
In,7.4,30-Oct-18,Donation from 'Anonymous',,
In,29.8,30-Oct-18,Donation from 'West Auckland Community Church (The Well)',,
In,8.2,30-Oct-18,Donation from 'Anonymous',,
In,3.55,30-Oct-18,Donation from 'Anonymous',,
In,60,30-Oct-18,"Donation from 'Lidl, Crook'",,
In,8.1,30-Oct-18,Donation from 'Wolsingham Rotary Club',,
In,1.9,30-Oct-18,Donation from 'Anonymous',,
In,10.75,30-Oct-18,Donation from 'Wolsingham Methodist Church',,
Out,42.75,30-Oct-18,Supplied to 'Brandon',,
Out,10.45,30-Oct-18,Supplied to 'Chester le Street',,
Out,65.65,30-Oct-18,Supplied to 'Brandon',,
Out,205,30-Oct-18,Supplied to 'Dawdon',,
In,25,30-Oct-18,Donation from '02 Seaham',,
In,40,30-Oct-18,"Donation from 'St Mary Magdalene RC Church, Seaham'",,
In,140,30-Oct-18,"Donation from 'Trinity Primary School, Seaham'",,
In,200,30-Oct-18,Donation from 'Sunderland Foodbank',,
In,7.64,30-Oct-18,"Donation from 'St Aidan's C of E Church , Framwellgate Moor'",,
In,19.64,30-Oct-18,"Donation from 'St John's C of E Church, Neville's Cross'",,
In,99.08,30-Oct-18,"Donation from 'St Chad's RC VA Primary School, Bishop Auckland'",,
In,25.1,30-Oct-18,Donation from 'Brandon Foodbank',,
Out,35.08,30-Oct-18,For disposal (OOD/damaged),,
In,31.35,29-Oct-18,"Donation from 'St James C of E, Burnopfield'",,
In,30.1,29-Oct-18,Donation from 'Lanchester Methodist NWC Church',,
In,21.3,29-Oct-18,Donation from 'Anonymous',,
In,18.65,29-Oct-18,Donation from 'Annfield Plain Central Methodist Church',,
Out,286.63,29-Oct-18,Supplied to 'Chester le Street',,
Out,156.2,29-Oct-18,Supplied to 'Shildon ',,
In,1.82,29-Oct-18,"Donation from 'St Bede's RC Church, Sacriston '",,
In,72.08,29-Oct-18,Donation from 'New Brancepeth Primary School',,
In,42.66,29-Oct-18,"Donation from 'Nevilles Cross Primary School, Durham '",,
In,195.8,29-Oct-18,Donation from 'Sainsbury's - Pity Me (Store 4325)',,
In,119.3,29-Oct-18,Donation from 'Lanchester Wines',,
In,187.76,29-Oct-18,Donation from 'Tesco - Chester le Street',,
In,32.04,29-Oct-18,Donation from 'Elvet Methodist Church',,
In,0.82,29-Oct-18,Donation from 'Anonymous',,
In,111.7,29-Oct-18,"Donation from 'St Joseph's RC Primary School, Gilesgate'",,
In,112.48,29-Oct-18,Donation from 'Tesco - Durham Dragonville',,
In,33.76,29-Oct-18,"Donation from 'St Cuthberts C of E Church, Durham'",,
In,26.88,29-Oct-18,Donation from 'St Cuthbert's Ropery Lane',,
In,6.8,29-Oct-18,Donation from 'Co-op Newton Hall',,
Out,0.86,29-Oct-18,For disposal (OOD/damaged),,
Out,5,29-Oct-18,For disposal (OOD/damaged),,
Out,6.48,29-Oct-18,For disposal (OOD/damaged),,
Out,136,28-Oct-18,Supplied to 'Durham Elvet ',,
Out,222.76,26-Oct-18,Supplied to 'Newton Aycliffe',,
In,3.75,26-Oct-18,"Donation from 'St Joseph's RC Church, Stanley'",,
Out,188.02,26-Oct-18,Supplied to 'Newton Aycliffe',,
Out,316.59,26-Oct-18,Supplied to 'Newton Aycliffe',,
Out,12.6,25-Oct-18,Supplied to 'Ferryhill',,
In,12.6,25-Oct-18,Donation from 'Ferryhill Distribution Point',,
Out,239.06,25-Oct-18,Supplied to 'Ferryhill',,
Out,4.6,25-Oct-18,Supplied to 'Annfield Plain',,
Out,125.5,25-Oct-18,Supplied to 'Durham Drop In',,
